"analysis_population","compartment","sample_id","gene","pseudobulk_logCPM","raw_counts","n_cells","patient_pair","condition_simple","sample_label","condition_label","pathway_id","pathway_name","pathway_label","z_logCPM"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","ADRM1",6.33679865315188,104,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",-0.296015067914322
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","IFNG",1.4367944431286,3,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.844011214085068
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","POMP",7.34711594413739,210,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",-0.142790265770492
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMA1",7.08476674137555,175,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",-1.2271208015629
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMA2",6.97373542898681,162,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",-0.175971074621274
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMA3",6.1608209815873,92,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",-0.185935461445914
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMA4",7.29121761884298,202,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.631679888731102
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMA5",6.88210495352124,152,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.344932017225461
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMA6",8.74967739841295,556,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",1.50932813020587
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMA7",8.37259091518349,428,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",1.38818966598472
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMA8",-1.37056047892901,0,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",-0.682008040652636
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMB1",7.9670614230635,323,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",1.39735551688089
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMB10",6.9102102912016,155,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.231626568844205
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMB2",7.36753178069148,213,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",1.17535599671775
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMB3",7.7035809838235,269,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.958329006721029
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMB4",6.75356083290018,139,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",1.13256843010852
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMB5",4.89622606176589,38,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.757417448772171
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMB6",7.38098358016009,215,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.78927568935516
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMB7",7.12529454795816,180,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",1.90536331265813
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMB8",7.2256292772154,193,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.105067611129058
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMB9",6.9102102912016,155,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.511766032256485
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMC1",5.96035639918561,80,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",-0.240853928712516
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMC2",4.73796397784916,34,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",-1.78013585919603
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMC3",7.01745680641613,167,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",1.42982066781514
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMC4",6.14513935935503,91,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.509486595566651
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMC5",7.25514836413546,197,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.771100220285583
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMC6",5.86784426039607,75,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",-0.368373618435938
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMD1",5.90556392634523,77,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",1.09756401893082
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMD11",6.26606414161464,99,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",1.17639512226331
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMD12",5.2587961411506,49,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",-0.754106491463091
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMD13",6.84375864187176,148,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.565537073014067
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMD14",6.2367698348206,97,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.946121998992829
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMD2",6.92864753945827,157,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",1.74798707843241
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMD3",6.73272732948301,137,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",1.09768959794753
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMD4",6.80436520357167,144,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.439293476884588
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMD6",5.99576173531681,82,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",-1.95571938531785
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMD7",6.97373542898681,162,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",-0.308696236215299
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMD8",7.55721748315333,243,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",1.19910923277457
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMD9",6.50595646763599,117,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.440836275496454
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSME1",8.81307490254421,581,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.600010868434161
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSME2",8.08682040014353,351,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.894281592542351
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSME3",5.31594004825421,51,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.268141589410305
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSME4",5.84860804153315,74,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.351696622211503
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","PSMF1",6.63506407026487,128,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",-0.878710481000702
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M148","SEM1",7.19549355924208,189,269,"P2","relapse","PP2_R_M148","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.139877419048551
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","AMBRA1",4.75658504500411,44,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.12747792650973
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","AMFR",4.88076445622484,48,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.835015012142677
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","ARIH1",6.73617883434227,175,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.37393328448573
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","ATF4",6.36300065539158,135,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.15221261261308
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","ATG9A",4.11374162820245,28,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.282584597876714
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","ATG9B",3.95327695600921,25,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.5993448170746
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","BCL2L1",7.34424669532622,267,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.62497548845433
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","BCL2L13",4.91020823411732,49,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.0710093980860669
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","BECN1",5.62957976826879,81,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.845799155001217
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","BNIP3",4.50967030453359,37,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.622582037854013
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","BNIP3L",6.76063187806681,178,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.33981959258943
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","CALCOCO2",6.92109655026006,199,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.015355695466215
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","CCZ1",3.56625383289996,19,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.943444790235444
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","CCZ1B",3.70711636873981,21,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.02452452869693
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","CITED2",5.50002013449987,74,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.5121514824731
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","CSNK2A1",5.88818192778732,97,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.18558766786756
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","CSNK2A2",6.06875417342914,110,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.50451072441223
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","CSNK2A3",-0.134185885241132,1,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.350071190812163
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","CSNK2B",8.03072104143456,430,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.544757997399722
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","E2F1",3.6384036186558,20,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.189383436864443
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","EIF2AK3",3.49030497966666,18,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.530999062861804
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","EIF2S1",5.73206272587004,87,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.15394474943292
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","FIS1",7.09142324877886,224,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.745673451397132
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","FKBP8",7.81028216818386,369,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.280780048490615
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","FOXO3",4.91020823411732,49,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.152390743124837
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","FUNDC1",4.16349466339955,29,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.0708641992894239
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187","GABARAP",8.52283476373204,605,456,"P3","diagnosis","PP3_D_M187","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.868489294991114
